epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.4375,1.9312318563461304,,
0,99,0.75,1.5700279474258423,,
0,149,0.84375,1.1079235076904297,,
0,199,0.90625,0.8553168773651123,,
0,249,0.875,0.7079583406448364,,
0,299,0.9375,0.41774362325668335,,
0,349,0.96875,0.43589290976524353,,
0,399,0.9375,0.36781397461891174,,
0,449,0.9375,0.31144773960113525,,
0,499,0.90625,0.6128662824630737,,
0,549,0.96875,0.2945522665977478,,
0,599,0.9375,0.21745407581329346,,
0,649,0.96875,0.19824999570846558,,
0,699,0.96875,0.21122175455093384,,
0,749,0.96875,0.15357154607772827,,
0,799,0.9375,0.13236713409423828,,
0,849,0.96875,0.1961592733860016,,
0,899,0.96875,0.1400398463010788,,
0,949,0.96875,0.2174271196126938,,
0,999,0.9375,0.1699570119380951,,
0,1049,0.9375,0.16795983910560608,,
0,1099,0.96875,0.16014309227466583,,
0,1149,0.96875,0.117770716547966,,
0,1199,0.9375,0.1245642676949501,,
0,1249,0.9375,0.11928971111774445,,
0,1299,0.96875,0.15251560509204865,,
0,1349,1.0,0.058735158294439316,,
0,1399,0.96875,0.07346834242343903,,
0,1449,1.0,0.06674576550722122,,
0,1499,1.0,0.06821930408477783,,
0,1549,1.0,0.036693062633275986,,
0,1562,,,0.9771999716758728,0.0914580225944519
1,1599,0.90625,0.1459987312555313,,
1,1649,1.0,0.058887556195259094,,
1,1699,1.0,0.04108016565442085,,
1,1749,0.9375,0.10974268615245819,,
1,1799,1.0,0.05273929983377457,,
1,1849,0.96875,0.047831468284130096,,
1,1899,1.0,0.04976304993033409,,
1,1949,0.96875,0.10800209641456604,,
1,1999,1.0,0.025677181780338287,,
1,2049,0.96875,0.1469903439283371,,
1,2099,1.0,0.03686606138944626,,
1,2149,1.0,0.019431613385677338,,
1,2199,1.0,0.042114317417144775,,
1,2249,0.96875,0.0795886442065239,,
1,2299,0.9375,0.09585507214069366,,
1,2349,0.96875,0.07305540144443512,,
1,2399,1.0,0.030738137662410736,,
1,2449,1.0,0.015956103801727295,,
1,2499,0.9375,0.1369059979915619,,
1,2549,0.96875,0.1599368005990982,,
1,2599,0.96875,0.07302479445934296,,
1,2649,1.0,0.01653100922703743,,
1,2699,0.96875,0.1206723302602768,,
1,2749,1.0,0.06605702638626099,,
1,2799,1.0,0.030254855751991272,,
1,2849,1.0,0.06929376721382141,,
1,2899,0.96875,0.09376224130392075,,
1,2949,0.96875,0.06662663072347641,,
1,2999,1.0,0.015335128642618656,,
1,3049,1.0,0.021586421877145767,,
1,3099,0.9375,0.11711005866527557,,
1,3125,,,0.9775000214576721,0.075581394135952
2,3149,1.0,0.07082267105579376,,
2,3199,0.90625,0.12151595950126648,,
2,3249,1.0,0.038490504026412964,,
2,3299,1.0,0.026521336287260056,,
2,3349,0.96875,0.16338689625263214,,
2,3399,1.0,0.09952209144830704,,
2,3449,1.0,0.030737455934286118,,
2,3499,1.0,0.00494524696841836,,
2,3549,1.0,0.011108322069048882,,
2,3599,0.96875,0.04639344662427902,,
2,3649,0.96875,0.12649807333946228,,
2,3699,0.9375,0.10760307312011719,,
2,3749,1.0,0.03846166282892227,,
2,3799,1.0,0.03696562349796295,,
2,3849,1.0,0.006675270386040211,,
2,3899,1.0,0.015828236937522888,,
2,3949,1.0,0.02708221971988678,,
2,3999,1.0,0.021906210109591484,,
2,4049,1.0,0.005207852926105261,,
2,4099,0.96875,0.040952298790216446,,
2,4149,0.96875,0.06223593279719353,,
2,4199,1.0,0.037652648985385895,,
2,4249,0.96875,0.12112212926149368,,
2,4299,0.9375,0.31615352630615234,,
2,4349,1.0,0.013253355398774147,,
2,4399,1.0,0.018817279487848282,,
2,4449,1.0,0.004175659269094467,,
2,4499,0.9375,0.11099117994308472,,
2,4549,1.0,0.009205775335431099,,
2,4599,1.0,0.012021332047879696,,
2,4649,1.0,0.010447978042066097,,
2,4688,,,0.98580002784729,0.05071970447897911
3,4699,0.96875,0.06156659126281738,,
3,4749,1.0,0.014617396518588066,,
3,4799,1.0,0.0357002429664135,,
3,4849,1.0,0.00912552885711193,,
3,4899,1.0,0.020641090348362923,,
3,4949,0.96875,0.0521882139146328,,
3,4999,0.9375,0.0996486023068428,,
3,5049,1.0,0.009689701721072197,,
3,5099,1.0,0.02310452051460743,,
3,5149,1.0,0.010527268052101135,,
3,5199,1.0,0.00504189170897007,,
3,5249,0.9375,0.19237497448921204,,
3,5299,0.96875,0.06945573538541794,,
3,5349,1.0,0.04908968508243561,,
3,5399,0.9375,0.12226055562496185,,
3,5449,1.0,0.04275345429778099,,
3,5499,1.0,0.04417773336172104,,
3,5549,0.96875,0.03896540403366089,,
3,5599,1.0,0.03122897446155548,,
3,5649,1.0,0.021165844053030014,,
3,5699,0.9375,0.17375367879867554,,
3,5749,1.0,0.022600039839744568,,
3,5799,1.0,0.010900533758103848,,
3,5849,1.0,0.00500426534563303,,
3,5899,0.96875,0.08948269486427307,,
3,5949,0.96875,0.1171809583902359,,
3,5999,0.96875,0.10986921936273575,,
3,6049,1.0,0.00519866868853569,,
3,6099,0.96875,0.08717650175094604,,
3,6149,1.0,0.0013620037352666259,,
3,6199,1.0,0.0188179649412632,,
3,6249,1.0,0.00956924632191658,,
3,6251,,,0.9884999990463257,0.04075995460152626
4,6299,1.0,0.02315353974699974,,
4,6349,1.0,0.01994132436811924,,
4,6399,0.96875,0.04185987636446953,,
4,6449,1.0,0.0027631071861833334,,
4,6499,0.96875,0.1693897843360901,,
4,6549,1.0,0.010094944387674332,,
4,6599,0.96875,0.0786738395690918,,
4,6649,0.96875,0.05695237219333649,,
4,6699,0.96875,0.0405743382871151,,
4,6749,1.0,0.016728971153497696,,
4,6799,1.0,0.01720064878463745,,
4,6849,0.96875,0.04223068803548813,,
4,6899,1.0,0.06280993670225143,,
4,6949,0.96875,0.13963890075683594,,
4,6999,0.96875,0.03514449670910835,,
4,7049,0.9375,0.11349964141845703,,
4,7099,1.0,0.004995744209736586,,
4,7149,1.0,0.004867618903517723,,
4,7199,1.0,0.005657435394823551,,
4,7249,0.96875,0.034396857023239136,,
4,7299,1.0,0.033835552632808685,,
4,7349,0.96875,0.07174862921237946,,
4,7399,1.0,0.0027435775846242905,,
4,7449,1.0,0.023547977209091187,,
4,7499,0.96875,0.1434360146522522,,
4,7549,0.96875,0.0426466278731823,,
4,7599,1.0,0.05947234481573105,,
4,7649,1.0,0.0057145035825669765,,
4,7699,1.0,0.006724483333528042,,
4,7749,1.0,0.0029825284145772457,,
4,7799,0.96875,0.04240790009498596,,
4,7814,,,0.9904999732971191,0.03271741792559624
5,7849,1.0,0.0031511299312114716,,
5,7899,1.0,0.003324646269902587,,
5,7949,0.96875,0.11416424065828323,,
5,7999,1.0,0.0024881241843104362,,
5,8049,0.96875,0.11089474707841873,,
5,8099,1.0,0.0028618252836167812,,
5,8149,1.0,0.02265653759241104,,
5,8199,1.0,0.002124577295035124,,
5,8249,0.96875,0.03945544362068176,,
5,8299,1.0,0.031037194654345512,,
5,8349,1.0,0.0015789109747856855,,
5,8399,1.0,0.001497457385994494,,
5,8449,1.0,0.006420649588108063,,
5,8499,1.0,0.019893694669008255,,
5,8549,0.9375,0.13090744614601135,,
5,8599,1.0,0.013461092486977577,,
5,8649,0.96875,0.037588492035865784,,
5,8699,1.0,0.007393878884613514,,
5,8749,0.96875,0.1664949506521225,,
5,8799,1.0,0.038120612502098083,,
5,8849,0.96875,0.031875837594270706,,
5,8899,0.96875,0.1251375377178192,,
5,8949,0.96875,0.07504115998744965,,
5,8999,1.0,0.005475290585309267,,
5,9049,1.0,0.0045950403437018394,,
5,9099,1.0,0.013845402747392654,,
5,9149,1.0,0.020686298608779907,,
5,9199,0.96875,0.08222854137420654,,
5,9249,1.0,0.007963485084474087,,
5,9299,1.0,0.024361267685890198,,
5,9349,1.0,0.00835878774523735,,
5,9377,,,0.9912999868392944,0.030842507258057594
6,9399,1.0,0.017734866589307785,,
6,9449,1.0,0.024539297446608543,,
6,9499,1.0,0.001818159013055265,,
6,9549,1.0,0.0251066442579031,,
6,9599,1.0,0.03199990093708038,,
6,9649,1.0,0.005206668749451637,,
6,9699,1.0,0.02056332491338253,,
6,9749,1.0,0.006317910738289356,,
6,9799,1.0,0.014564922079443932,,
6,9849,1.0,0.00461192149668932,,
6,9899,0.96875,0.12525106966495514,,
6,9949,1.0,0.01154446043074131,,
