epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.5625,1.797062635421753,,
0,99,0.78125,1.3949135541915894,,
0,149,0.65625,1.1820286512374878,,
0,199,0.90625,0.9093142151832581,,
0,249,1.0,0.570946991443634,,
0,299,0.875,0.5441417694091797,,
0,349,0.9375,0.32552725076675415,,
0,399,0.9375,0.33539873361587524,,
0,449,0.96875,0.23521925508975983,,
0,499,1.0,0.20297494530677795,,
0,549,0.90625,0.27635079622268677,,
0,599,0.96875,0.13634616136550903,,
0,649,0.96875,0.2063087821006775,,
0,699,1.0,0.10357722640037537,,
0,749,0.96875,0.18200141191482544,,
0,799,0.9375,0.1721203327178955,,
0,849,0.96875,0.11271346360445023,,
0,899,0.9375,0.2291228175163269,,
0,949,0.9375,0.19077906012535095,,
0,999,0.90625,0.31264346837997437,,
0,1049,0.9375,0.1977788805961609,,
0,1099,1.0,0.07007238268852234,,
0,1149,0.96875,0.09288960695266724,,
0,1199,0.96875,0.11319299042224884,,
0,1249,0.9375,0.16511109471321106,,
0,1299,0.96875,0.10080913454294205,,
0,1349,0.96875,0.09146955609321594,,
0,1399,0.96875,0.16557718813419342,,
0,1449,0.96875,0.10952243208885193,,
0,1499,1.0,0.055238913744688034,,
0,1549,0.96875,0.12297791987657547,,
0,1562,,,0.978600025177002,0.07941331714391708
1,1599,0.96875,0.11394229531288147,,
1,1649,1.0,0.02018137462437153,,
1,1699,0.96875,0.13079260289669037,,
1,1749,1.0,0.025175031274557114,,
1,1799,1.0,0.049308501183986664,,
1,1849,0.9375,0.13903069496154785,,
1,1899,0.96875,0.17764736711978912,,
1,1949,1.0,0.06274546682834625,,
1,1999,0.96875,0.12629647552967072,,
1,2049,0.96875,0.06135373190045357,,
1,2099,0.96875,0.06849274784326553,,
1,2149,1.0,0.02731778286397457,,
1,2199,0.96875,0.06828038394451141,,
1,2249,1.0,0.03164127096533775,,
1,2299,1.0,0.025558728724718094,,
1,2349,1.0,0.043354183435440063,,
1,2399,0.96875,0.051168084144592285,,
1,2449,0.96875,0.08818341791629791,,
1,2499,1.0,0.0127482358366251,,
1,2549,1.0,0.04394350200891495,,
1,2599,0.96875,0.2016182243824005,,
1,2649,0.9375,0.11957228183746338,,
1,2699,0.9375,0.193673774600029,,
1,2749,0.9375,0.18612375855445862,,
1,2799,0.96875,0.09450782090425491,,
1,2849,0.96875,0.30338025093078613,,
1,2899,1.0,0.01588280312716961,,
1,2949,1.0,0.03855110704898834,,
1,2999,1.0,0.0573703795671463,,
1,3049,1.0,0.017349882051348686,,
1,3099,0.96875,0.04713349789381027,,
1,3125,,,0.9850000143051147,0.047086913138628006
2,3149,1.0,0.026399901136755943,,
2,3199,0.96875,0.038672178983688354,,
2,3249,1.0,0.027624081820249557,,
2,3299,1.0,0.013314946554601192,,
2,3349,1.0,0.008160959929227829,,
2,3399,0.96875,0.06789568811655045,,
2,3449,0.96875,0.07026579976081848,,
2,3499,1.0,0.03919917345046997,,
2,3549,1.0,0.0335746668279171,,
2,3599,1.0,0.05732440948486328,,
2,3649,0.96875,0.06286721676588058,,
2,3699,1.0,0.011340122669935226,,
2,3749,1.0,0.04342054948210716,,
2,3799,1.0,0.03170369938015938,,
2,3849,1.0,0.031107086688280106,,
2,3899,1.0,0.004792582709342241,,
2,3949,0.96875,0.06927819550037384,,
2,3999,1.0,0.01655416749417782,,
2,4049,1.0,0.01717235893011093,,
2,4099,0.96875,0.0890231728553772,,
2,4149,1.0,0.03600814566016197,,
2,4199,0.96875,0.0548945814371109,,
2,4249,0.96875,0.10374307632446289,,
2,4299,1.0,0.04327232390642166,,
2,4349,0.9375,0.14913854002952576,,
2,4399,1.0,0.01884680986404419,,
2,4449,1.0,0.025588108226656914,,
2,4499,1.0,0.006942876614630222,,
2,4549,0.96875,0.18162070214748383,,
2,4599,1.0,0.0054534864611923695,,
2,4649,0.9375,0.11462117731571198,,
2,4688,,,0.9861000180244446,0.05008963495492935
3,4699,1.0,0.04028051346540451,,
3,4749,1.0,0.0014866922283545136,,
3,4799,0.96875,0.04762101545929909,,
3,4849,1.0,0.04887809231877327,,
3,4899,1.0,0.01149649079889059,,
3,4949,1.0,0.03639734908938408,,
3,4999,1.0,0.010850654914975166,,
3,5049,0.96875,0.05544472485780716,,
3,5099,1.0,0.03425639495253563,,
3,5149,0.90625,0.19378988444805145,,
3,5199,1.0,0.04697545990347862,,
3,5249,1.0,0.011321445927023888,,
3,5299,0.96875,0.10112935304641724,,
3,5349,1.0,0.013324269093573093,,
3,5399,1.0,0.009240369312465191,,
3,5449,0.96875,0.047922831028699875,,
3,5499,1.0,0.0338820219039917,,
3,5549,1.0,0.008075777441263199,,
3,5599,0.9375,0.10478797554969788,,
3,5649,1.0,0.004890128970146179,,
3,5699,1.0,0.0021570478565990925,,
3,5749,0.96875,0.06671977043151855,,
3,5799,1.0,0.004919446539133787,,
3,5849,0.96875,0.10633335262537003,,
3,5899,1.0,0.006284472532570362,,
3,5949,0.9375,0.20144158601760864,,
3,5999,1.0,0.021894708275794983,,
3,6049,1.0,0.023921135812997818,,
3,6099,1.0,0.014190251007676125,,
3,6149,1.0,0.023355234414339066,,
3,6199,1.0,0.00625974778085947,,
3,6249,0.96875,0.09258314967155457,,
3,6251,,,0.988099992275238,0.039093077182769775
4,6299,1.0,0.01848219335079193,,
4,6349,1.0,0.03146717697381973,,
4,6399,1.0,0.005685982760041952,,
4,6449,1.0,0.029297495260834694,,
4,6499,0.9375,0.16876202821731567,,
4,6549,0.96875,0.04817720502614975,,
4,6599,1.0,0.008519887924194336,,
4,6649,1.0,0.012866416946053505,,
4,6699,1.0,0.04286564886569977,,
4,6749,1.0,0.007945159450173378,,
4,6799,0.96875,0.029603933915495872,,
4,6849,1.0,0.014791187830269337,,
4,6899,0.96875,0.044468071311712265,,
