epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.6796875,1.5923757553100586,,
0,99,0.84375,1.1452431678771973,,
0,149,0.9453125,0.7296767234802246,,
0,199,0.9453125,0.5541771650314331,,
0,249,0.9765625,0.3366472125053406,,
0,299,0.9453125,0.31819552183151245,,
0,349,0.9921875,0.19237127900123596,,
0,390,,,0.9663000106811523,0.1991189867258072
1,399,0.984375,0.17706197500228882,,
1,449,0.9921875,0.14805439114570618,,
1,499,0.9765625,0.16686972975730896,,
1,549,0.9765625,0.13986997306346893,,
1,599,0.9765625,0.11678975075483322,,
1,649,0.9921875,0.07681138813495636,,
1,699,0.9609375,0.1225852370262146,,
1,749,0.984375,0.07805383205413818,,
1,781,,,0.9775999784469604,0.09669553488492966
2,799,0.984375,0.09854064136743546,,
2,849,0.984375,0.06458766758441925,,
2,899,0.984375,0.05169129744172096,,
2,949,0.96875,0.10483460128307343,,
2,999,1.0,0.03944912552833557,,
2,1049,0.984375,0.07641495019197464,,
2,1099,1.0,0.03715571016073227,,
2,1149,1.0,0.032134197652339935,,
2,1172,,,0.9825000166893005,0.06513375043869019
3,1199,0.9921875,0.038420166820287704,,
3,1249,0.96875,0.08372116088867188,,
3,1299,0.9921875,0.07374318689107895,,
3,1349,1.0,0.033518172800540924,,
3,1399,0.9921875,0.055974651128053665,,
3,1449,1.0,0.03677678480744362,,
3,1499,0.9921875,0.04042644426226616,,
3,1549,0.9921875,0.028991900384426117,,
3,1563,,,0.9828000068664551,0.0605514831840992
4,1599,0.9765625,0.07142774760723114,,
4,1649,0.9921875,0.049877315759658813,,
4,1699,0.984375,0.05192214995622635,,
4,1749,0.9609375,0.07253001630306244,,
4,1799,1.0,0.01596578024327755,,
4,1849,0.984375,0.054624173790216446,,
4,1899,0.9921875,0.030338700860738754,,
4,1949,0.96875,0.0577867366373539,,
4,1954,,,0.9872999787330627,0.04528665915131569
5,1999,1.0,0.01882670447230339,,
5,2049,1.0,0.01547511201351881,,
5,2099,0.9921875,0.02189807780086994,,
5,2149,0.9765625,0.07559024542570114,,
5,2199,0.9921875,0.028374765068292618,,
5,2249,0.9921875,0.025568712502717972,,
5,2299,1.0,0.015158014371991158,,
5,2345,,,0.9854999780654907,0.04961902275681496
6,2349,0.9765625,0.081528440117836,,
6,2399,0.9921875,0.0266319140791893,,
6,2449,0.984375,0.037144601345062256,,
6,2499,1.0,0.014874663203954697,,
6,2549,0.9921875,0.029130656272172928,,
6,2599,0.96875,0.05619499832391739,,
6,2649,1.0,0.017506496980786324,,
6,2699,1.0,0.008767632767558098,,
6,2736,,,0.9832000136375427,0.05229747295379639
7,2749,0.9921875,0.014242062345147133,,
7,2799,1.0,0.02024041675031185,,
7,2849,1.0,0.009242924861609936,,
7,2899,0.9921875,0.035310033708810806,,
7,2949,0.9921875,0.0384928435087204,,
7,2999,1.0,0.017474448308348656,,
7,3049,1.0,0.029882783070206642,,
7,3099,0.9921875,0.024368517100811005,,
7,3127,,,0.9840999841690063,0.05093587189912796
8,3149,0.9921875,0.023113630712032318,,
8,3199,0.984375,0.04136136174201965,,
8,3249,1.0,0.0029888951685279608,,
8,3299,0.9921875,0.02618681825697422,,
8,3349,0.9921875,0.021322891116142273,,
8,3399,0.9921875,0.050110481679439545,,
8,3449,0.9765625,0.03606826066970825,,
8,3499,0.9921875,0.021315623074769974,,
8,3518,,,0.9890000224113464,0.036449186503887177
9,3549,1.0,0.005667582154273987,,
9,3599,0.9921875,0.02346072718501091,,
9,3649,1.0,0.01236475445330143,,
9,3699,1.0,0.0167682021856308,,
9,3749,0.9921875,0.02605382911860943,,
9,3799,0.984375,0.07629609853029251,,
9,3849,1.0,0.013395827263593674,,
9,3899,0.9921875,0.02660575695335865,,
9,3909,,,0.9889000058174133,0.03832114115357399
10,3949,1.0,0.011646032333374023,,
10,3999,0.9921875,0.0206153467297554,,
10,4049,1.0,0.01623551920056343,,
10,4099,0.9921875,0.017400972545146942,,
10,4149,1.0,0.011925416067242622,,
10,4199,0.984375,0.03388700634241104,,
10,4249,1.0,0.012807244434952736,,
10,4299,0.984375,0.03418731316924095,,
10,4300,,,0.9882000088691711,0.0362522266805172
11,4349,0.9921875,0.01734372228384018,,
11,4399,0.9921875,0.021211056038737297,,
11,4449,0.9921875,0.014383930712938309,,
11,4499,1.0,0.010021962225437164,,
11,4549,0.9921875,0.012766451574862003,,
11,4599,0.984375,0.03722627833485603,,
11,4649,0.984375,0.05170977860689163,,
11,4691,,,0.986299991607666,0.04126009717583656
12,4699,0.9921875,0.03402867168188095,,
12,4749,0.984375,0.061151690781116486,,
12,4799,1.0,0.0037932000122964382,,
12,4849,0.9921875,0.019335199147462845,,
12,4899,0.9921875,0.02353663370013237,,
12,4949,1.0,0.016623221337795258,,
12,4999,0.9921875,0.015503760427236557,,
12,5049,1.0,0.013227811083197594,,
12,5082,,,0.9872999787330627,0.03926759213209152
13,5099,1.0,0.008893236517906189,,
13,5149,1.0,0.017230354249477386,,
13,5199,0.9921875,0.024156959727406502,,
13,5249,1.0,0.004390276037156582,,
13,5299,1.0,0.00440009543672204,,
13,5349,1.0,0.014832505956292152,,
13,5399,1.0,0.01314462162554264,,
13,5449,0.984375,0.03486881032586098,,
13,5473,,,0.9839000105857849,0.05227185785770416
14,5499,1.0,0.010183214209973812,,
14,5549,1.0,0.006458347663283348,,
14,5599,1.0,0.015515010803937912,,
14,5649,1.0,0.007775467820465565,,
14,5699,0.9921875,0.016352320089936256,,
14,5749,1.0,0.014622778631746769,,
14,5799,1.0,0.006017070263624191,,
14,5849,1.0,0.011111012659966946,,
14,5864,,,0.9904000163078308,0.02984447032213211
15,5899,0.9921875,0.01702423021197319,,
15,5949,0.9921875,0.01759997382760048,,
15,5999,1.0,0.009091425687074661,,
15,6049,1.0,0.005914765410125256,,
15,6099,0.984375,0.023811817169189453,,
15,6149,0.9921875,0.02304442971944809,,
15,6199,1.0,0.008274909108877182,,
15,6249,0.9921875,0.01472528837621212,,
15,6255,,,0.9886000156402588,0.038324519991874695
16,6299,0.9921875,0.017601070925593376,,
16,6349,1.0,0.01335853710770607,,
16,6399,1.0,0.006743413396179676,,
16,6449,1.0,0.011608215048909187,,
16,6499,1.0,0.0061711473390460014,,
16,6549,0.9921875,0.026256276294589043,,
16,6599,0.9921875,0.009406426921486855,,
16,6646,,,0.9890000224113464,0.03661871328949928
17,6649,1.0,0.008809439837932587,,
17,6699,1.0,0.004101281054317951,,
17,6749,1.0,0.002897250931710005,,
17,6799,0.9921875,0.0173498447984457,,
17,6849,1.0,0.003932633437216282,,
17,6899,1.0,0.00322812981903553,,
17,6949,1.0,0.003954784944653511,,
17,6999,1.0,0.013517358340322971,,
17,7037,,,0.9865999817848206,0.04150675609707832
18,7049,0.9921875,0.02576533704996109,,
18,7099,1.0,0.009664948098361492,,
18,7149,1.0,0.006919099949300289,,
18,7199,1.0,0.011009057983756065,,
18,7249,1.0,0.008600139059126377,,
18,7299,0.9765625,0.02583637833595276,,
18,7349,1.0,0.008665915578603745,,
18,7399,1.0,0.0038712380919605494,,
18,7428,,,0.9860000014305115,0.04391586035490036
19,7449,0.984375,0.01671321876347065,,
19,7499,1.0,0.004609043709933758,,
19,7549,1.0,0.0029549184255301952,,
19,7599,0.9921875,0.01606496423482895,,
19,7649,1.0,0.005854681134223938,,
19,7699,1.0,0.002726622624322772,,
19,7749,1.0,0.0045659514144063,,
19,7799,0.9921875,0.01690235361456871,,
19,7819,,,0.9904999732971191,0.03499672934412956
20,7820,,,0.9966999888420105,0.012111963704228401
